sic_codes,type,registered_office_address,last_full_members_list_date,accounts,company_name,jurisdiction,company_number,has_been_liquidated,date_of_creation,undeliverable_registered_office_address,status,has_insolvency_history,etag,has_charges,company_status,previous_company_names,confirmation_statement,links,registered_office_is_in_dispute,has_super_secure_pscs,can_file,date_of_cessation,annual_return,company_status_detail
['11040'],ltd,"{'locality': 'West Ealing', 'postal_code': 'W13 0ND', 'region': 'London', 'address_line_1': 'Flat 5 32 Charles Road'}",2015-10-25,"{'next_made_up_to': '2023-10-31', 'next_accounts': {'period_end_on': '2023-10-31', 'overdue': False, 'period_start_on': '2022-11-01', 'due_on': '2024-07-31'}, 'overdue': False, 'last_accounts': {'period_start_on': '2021-11-01', 'type': 'micro-entity', 'made_up_to': '2022-10-31', 'period_end_on': '2022-10-31'}, 'next_due': '2024-07-31', 'accounting_reference_date': {'month': '10', 'day': '31'}}",EVER READY DISTRIBUTIONS LIMITED,england-wales,06409081,False,2007-10-25,False,active,False,e784155a478305f30cd75d0ea6465939bba0af48,False,active,,"{'overdue': True, 'next_made_up_to': '2023-10-25', 'last_made_up_to': '2022-10-25', 'next_due': '2023-11-08'}","{'self': '/company/06409081', 'filing_history': '/company/06409081/filing-history', 'officers': '/company/06409081/officers', 'persons_with_significant_control': '/company/06409081/persons-with-significant-control'}",False,False,True,,,
"['11040', '47820']",ltd,"{'locality': 'Hexham', 'country': 'England', 'address_line_2': 'Wall', 'region': 'Northumberland', 'address_line_1': 'The Steading', 'postal_code': 'NE46 4HA'}",2015-10-14,"{'accounting_reference_date': {'month': '10', 'day': '31'}, 'last_accounts': {'made_up_to': '2016-10-31', 'type': 'dormant', 'period_end_on': '2016-10-31'}}",KNIGHT'S GIN LTD,england-wales,07042227,False,2009-10-14,False,active,False,9dd1939006b433eed0cdcadcb8dabd806d3ad050,False,dissolved,,,"{'self': '/company/07042227', 'filing_history': '/company/07042227/filing-history', 'officers': '/company/07042227/officers', 'persons_with_significant_control_statements': '/company/07042227/persons-with-significant-control-statements'}",False,,False,2018-03-20,,
"['11040', '11050']",ltd,"{'region': 'Dorset', 'address_line_1': 'Purnells, Suite 4, Portfolio House', 'postal_code': 'DT1 1TP', 'locality': 'Dorchester', 'address_line_2': '3 Princes Street'}",2016-03-27,"{'last_accounts': {'period_end_on': '2016-08-31', 'type': 'micro-entity', 'made_up_to': '2016-08-31'}, 'accounting_reference_date': {'day': '31', 'month': '08'}}",BREWHOUSE BREWERY LIMITED,england-wales,06980305,False,2009-08-04,False,,True,94a21c17a1f8c4b6d12b8a5d497b4052f1664fed,True,dissolved,"[{'effective_from': '2009-08-04', 'name': 'SMUGGLERS BREWERY LIMITED', 'ceased_on': '2010-07-06'}]",,"{'self': '/company/06980305', 'filing_history': '/company/06980305/filing-history', 'officers': '/company/06980305/officers', 'charges': '/company/06980305/charges', 'insolvency': '/company/06980305/insolvency'}",False,,False,2018-03-19,,
"['11010', '11040', '46342', '47110']",ltd,"{'country': 'England', 'locality': 'Southsea', 'address_line_1': 'Coastguard Casement Fort Cumberland', 'address_line_2': 'Fort Cumberland Road', 'postal_code': 'PO4 9LD'}",,"{'last_accounts': {'period_end_on': '2023-02-28', 'period_start_on': '2022-03-01', 'made_up_to': '2023-02-28', 'type': 'micro-entity'}, 'next_made_up_to': '2024-02-28', 'overdue': False, 'next_due': '2024-11-30', 'next_accounts': {'due_on': '2024-11-30', 'overdue': False, 'period_end_on': '2024-02-28', 'period_start_on': '2023-03-01'}, 'accounting_reference_date': {'month': '02', 'day': '28'}}",THE RUM CLUB LTD,england-wales,09756868,,2015-09-01,False,,False,7696aff8f69e47e52d43bac52a6950bd0a618a7a,True,active,,"{'next_due': '2024-06-05', 'last_made_up_to': '2023-05-22', 'next_made_up_to': '2024-05-22', 'overdue': False}","{'self': '/company/09756868', 'filing_history': '/company/09756868/filing-history', 'officers': '/company/09756868/officers', 'persons_with_significant_control': '/company/09756868/persons-with-significant-control', 'charges': '/company/09756868/charges'}",False,False,True,,,
['11040'],ltd,"{'country': 'United Kingdom', 'postal_code': 'BA1 3JZ', 'address_line_1': '52 Newbridge Road', 'locality': 'Bath', 'region': 'Somerset'}",,"{'last_accounts': {'type': 'null'}, 'accounting_reference_date': {'month': '09', 'day': '30'}}",THE TIPSY BOTANISTS LTD,england-wales,09776076,,2015-09-14,False,,False,82f6f0c0ad3002fbd0c985d41d80eca258eb941f,False,dissolved,,,"{'self': '/company/09776076', 'filing_history': '/company/09776076/filing-history', 'officers': '/company/09776076/officers', 'persons_with_significant_control': '/company/09776076/persons-with-significant-control'}",False,,False,2017-01-31,,
"['11030', '11040']",ltd,"{'address_line_1': 'Gowans', 'postal_code': 'GU32 1HT', 'region': 'Hampshire', 'address_line_2': 'Pidham Hill', 'country': 'United Kingdom', 'locality': 'East Meon'}",2016-04-29,"{'next_made_up_to': '2023-03-31', 'last_accounts': {'period_start_on': '2021-05-01', 'type': 'dormant', 'period_end_on': '2022-03-31', 'made_up_to': '2022-03-31'}, 'next_accounts': {'period_end_on': '2023-03-31', 'due_on': '2023-12-31', 'period_start_on': '2022-04-01', 'overdue': False}, 'overdue': False, 'next_due': '2023-12-31', 'accounting_reference_date': {'month': '03', 'day': '31'}}",DAMPNEY'S REMARKABLE DRINKS LTD.,england-wales,09566610,,2015-04-29,False,,False,70ba70a2eb05fd44ac9288906afd6cecf4c4ce99,False,active,,"{'last_made_up_to': '2023-04-29', 'next_due': '2024-05-13', 'overdue': False, 'next_made_up_to': '2024-04-29'}","{'self': '/company/09566610', 'filing_history': '/company/09566610/filing-history', 'officers': '/company/09566610/officers', 'persons_with_significant_control': '/company/09566610/persons-with-significant-control'}",False,False,True,,,
['11040'],ltd,"{'locality': 'Ilford', 'country': 'England', 'postal_code': 'IG1 3NZ', 'address_line_1': '18 Vaughan Gardens'}",2016-01-28,"{'last_accounts': {'period_end_on': '2018-01-31', 'made_up_to': '2018-01-31', 'type': 'dormant'}, 'accounting_reference_date': {'day': '31', 'month': '01'}}",RUMBA RUM PUNCH LTD,england-wales,09410526,,2015-01-28,False,,False,69870d85fff9cd9107445870a641aac922563f7f,False,dissolved,,,"{'self': '/company/09410526', 'filing_history': '/company/09410526/filing-history', 'officers': '/company/09410526/officers', 'persons_with_significant_control': '/company/09410526/persons-with-significant-control'}",False,,False,2019-07-02,,
['11040'],ltd,"{'locality': 'Maidenhead', 'postal_code': 'SL6 1EF', 'country': 'United Kingdom', 'region': 'Berkshire', 'address_line_1': '18a/20 King Street'}",2015-08-09,"{'next_due': '2024-03-31', 'next_accounts': {'due_on': '2024-03-31', 'period_end_on': '2023-06-30', 'period_start_on': '2022-07-01', 'overdue': False}, 'last_accounts': {'type': 'small', 'period_start_on': '2021-07-01', 'period_end_on': '2022-06-30', 'made_up_to': '2022-06-30'}, 'next_made_up_to': '2023-06-30', 'overdue': False, 'accounting_reference_date': {'day': '30', 'month': '06'}}",LOVE KOMBUCHA LIMITED,england-wales,08644326,False,2013-08-09,False,active,False,de1d048b4554d60a5de59545344296de0fdeabfd,True,active,,"{'next_due': '2024-08-23', 'last_made_up_to': '2023-08-09', 'next_made_up_to': '2024-08-09', 'overdue': False}","{'self': '/company/08644326', 'filing_history': '/company/08644326/filing-history', 'officers': '/company/08644326/officers', 'persons_with_significant_control': '/company/08644326/persons-with-significant-control', 'charges': '/company/08644326/charges', 'persons_with_significant_control_statements': '/company/08644326/persons-with-significant-control-statements'}",False,False,True,,,
['11040'],ltd,"{'address_line_2': 'Three Mile Cross', 'postal_code': 'RG7 1NS', 'country': 'England', 'address_line_1': '32 Hartley Court Road', 'locality': 'Reading'}",2015-12-10,"{'last_accounts': {'period_start_on': '2022-01-01', 'period_end_on': '2022-12-31', 'made_up_to': '2022-12-31', 'type': 'dormant'}, 'next_accounts': {'period_start_on': '2023-01-01', 'due_on': '2024-09-30', 'period_end_on': '2023-12-30', 'overdue': False}, 'overdue': False, 'accounting_reference_date': {'day': '30', 'month': '12'}, 'next_due': '2024-09-30', 'next_made_up_to': '2023-12-30'}",SEDGWICK MEADS LTD,england-wales,08323619,False,2012-12-10,False,,False,ad43d7f736f6865ff5f75e21395a6c846090e8a8,False,active,,"{'next_made_up_to': '2023-12-10', 'next_due': '2023-12-24', 'overdue': False, 'last_made_up_to': '2022-12-10'}","{'self': '/company/08323619', 'filing_history': '/company/08323619/filing-history', 'officers': '/company/08323619/officers', 'persons_with_significant_control': '/company/08323619/persons-with-significant-control'}",False,False,True,,,
"['11010', '11040', '46342']",ltd,"{'address_line_2': 'Timbermill Way Gauden Road', 'locality': 'London', 'address_line_1': 'A E Chapman And Son Ltd', 'postal_code': 'SW4 6LY'}",2015-12-06,"{'next_accounts': {'period_start_on': '2022-07-01', 'due_on': '2024-03-31', 'overdue': False, 'period_end_on': '2023-06-30'}, 'accounting_reference_date': {'month': '06', 'day': '30'}, 'next_due': '2024-03-31', 'overdue': False, 'last_accounts': {'type': 'total-exemption-full', 'made_up_to': '2022-06-30', 'period_start_on': '2021-07-01', 'period_end_on': '2022-06-30'}, 'next_made_up_to': '2023-06-30'}",THAMES DISTILLERS LIMITED,england-wales,03289012,False,1996-12-06,False,active,False,42a50961492fde5ab1601939a7b88cfc3a2806fa,True,active,,"{'next_due': '2024-01-11', 'last_made_up_to': '2022-12-28', 'next_made_up_to': '2023-12-28', 'overdue': False}","{'self': '/company/03289012', 'filing_history': '/company/03289012/filing-history', 'officers': '/company/03289012/officers', 'charges': '/company/03289012/charges', 'persons_with_significant_control': '/company/03289012/persons-with-significant-control'}",False,False,True,,,
"['10390', '11020', '11030', '11040']",ltd,"{'postal_code': 'TN33 0ND', 'locality': 'Battle,', 'region': 'East Sussex', 'address_line_2': 'Whatlington Road,', 'address_line_1': 'The Vineyard Grange, Leeford Vineyards,'}",2016-06-01,"{'last_accounts': {'period_end_on': '2015-11-30', 'made_up_to': '2015-11-30', 'type': 'total-exemption-small'}, 'accounting_reference_date': {'day': '30', 'month': '11'}}",BATTLE WINE ESTATES LIMITED,england-wales,03063504,False,1995-06-01,False,active,False,4eb643c6cc6973fdb499c8788ee098f8a9bd4629,True,dissolved,,,"{'self': '/company/03063504', 'filing_history': '/company/03063504/filing-history', 'officers': '/company/03063504/officers', 'charges': '/company/03063504/charges', 'persons_with_significant_control': '/company/03063504/persons-with-significant-control'}",False,,False,2017-09-05,,
"['11010', '11040', '47110', '79901']",ltd,"{'locality': 'Norwich', 'postal_code': 'NR16 2RJ', 'address_line_1': 'Roudham House', 'address_line_2': 'East Harling'}",2015-10-07,"{'next_due': '2023-12-31', 'overdue': False, 'last_accounts': {'period_end_on': '2022-03-31', 'made_up_to': '2022-03-31', 'period_start_on': '2021-04-01', 'type': 'total-exemption-full'}, 'next_accounts': {'period_end_on': '2023-03-31', 'period_start_on': '2022-04-01', 'overdue': False, 'due_on': '2023-12-31'}, 'next_made_up_to': '2023-03-31', 'accounting_reference_date': {'month': '03', 'day': '31'}}",ENGLISH WHISKY CO. LIMITED,england-wales,01545184,False,1981-02-12,False,,False,9398f05bd23174d029f18e6796441c0b4413b2de,True,active,"[{'effective_from': '2005-11-09', 'name': 'NORFOLK WHISKY CO. LTD', 'ceased_on': '2007-03-08'}, {'effective_from': '1986-10-14', 'name': 'NORFOLK COUNTY LIMITED', 'ceased_on': '2005-11-09'}, {'ceased_on': '1986-10-14', 'effective_from': '1981-12-31', 'name': 'NELSTROP FARMS SERVICES LIMITED '}, {'effective_from': '1981-02-12', 'name': 'AUDITLET LIMITED', 'ceased_on': '1981-12-31'}]","{'overdue': False, 'next_due': '2024-01-25', 'last_made_up_to': '2023-01-11', 'next_made_up_to': '2024-01-11'}","{'self': '/company/01545184', 'filing_history': '/company/01545184/filing-history', 'officers': '/company/01545184/officers', 'charges': '/company/01545184/charges', 'persons_with_significant_control': '/company/01545184/persons-with-significant-control'}",False,False,True,,,
['11040'],ltd,"{'postal_code': 'W1U 7NA', 'locality': 'London', 'address_line_2': '43-45 Dorset Street'}",2016-05-02,"{'next_due': '2022-12-31', 'accounting_reference_date': {'day': '31', 'month': '12'}, 'last_accounts': {'made_up_to': '2020-12-31', 'period_end_on': '2020-12-31', 'type': 'micro-entity', 'period_start_on': '2020-01-01'}, 'next_made_up_to': '2021-12-31', 'next_accounts': {'due_on': '2022-12-31', 'overdue': True, 'period_end_on': '2021-12-31', 'period_start_on': '2021-01-01'}, 'overdue': True}",ANKER HORN LIMITED,england-wales,01605530,False,1981-12-22,False,,False,8dd039cabb4056639f7aad8edbff706b14dee3be,False,active,"[{'name': 'TOUSSAINT LIMITED', 'ceased_on': '2012-12-14', 'effective_from': '1981-12-22'}]","{'next_made_up_to': '2023-05-02', 'overdue': True, 'last_made_up_to': '2022-05-02', 'next_due': '2023-05-16'}","{'self': '/company/01605530', 'filing_history': '/company/01605530/filing-history', 'officers': '/company/01605530/officers', 'persons_with_significant_control': '/company/01605530/persons-with-significant-control'}",False,False,True,,,active-proposal-to-strike-off
['11040'],ltd,"{'postal_code': 'LA12 9BN', 'address_line_2': 'Marl Business Park', 'locality': 'Ulverston', 'country': 'England', 'address_line_1': 'Marl Business Hub'}",2015-09-25,"{'accounting_reference_date': {'day': '31', 'month': '12'}, 'next_due': '2024-09-30', 'overdue': False, 'next_accounts': {'period_start_on': '2023-01-01', 'period_end_on': '2023-12-31', 'due_on': '2024-09-30', 'overdue': False}, 'next_made_up_to': '2023-12-31', 'last_accounts': {'period_end_on': '2022-12-31', 'period_start_on': '2021-10-01', 'type': 'total-exemption-full', 'made_up_to': '2022-12-31'}}",TROLLE TRADING LIMITED,england-wales,09235716,False,2014-09-25,False,,False,ea956e580755e02fc4906fd21fb4921843e810f3,True,active,,"{'next_made_up_to': '2024-09-25', 'overdue': False, 'next_due': '2024-10-09', 'last_made_up_to': '2023-09-25'}","{'self': '/company/09235716', 'filing_history': '/company/09235716/filing-history', 'officers': '/company/09235716/officers', 'persons_with_significant_control': '/company/09235716/persons-with-significant-control', 'charges': '/company/09235716/charges'}",False,False,True,,,
['11040'],ltd,"{'address_line_2': 'Team Valley Trading Estate', 'region': 'Tyne And Wear', 'postal_code': 'NE11 0JQ', 'address_line_1': 'A6 Kingfisher House Kingsway', 'locality': 'Gateshead', 'care_of': 'WATSON ASSOCIATES ACCOUNTANTS'}",2014-06-06,"{'last_accounts': {'made_up_to': '2014-10-31', 'type': 'total-exemption-small'}, 'accounting_reference_date': {'month': '10', 'day': '31'}}",NATTY LIMITED,england-wales,08745256,False,2013-10-23,False,active,False,f23f495b26a5232415dc3f2919959173355ef3a6,False,dissolved,,,"{'self': '/company/08745256', 'filing_history': '/company/08745256/filing-history', 'officers': '/company/08745256/officers'}",,,False,2015-11-17,{'last_made_up_to': '2014-06-06'},
['11040'],ltd,"{'address_line_2': 'Goodworth Clatford', 'locality': 'Andover', 'address_line_1': 'Manor Farm House Church Lane', 'postal_code': 'SP11 7HL', 'country': 'England'}",2015-10-25,"{'next_accounts': {'due_on': '2023-12-30', 'period_start_on': '2022-03-31', 'overdue': False, 'period_end_on': '2023-03-30'}, 'last_accounts': {'made_up_to': '2022-03-30', 'type': 'unaudited-abridged', 'period_end_on': '2022-03-30', 'period_start_on': '2021-03-31'}, 'overdue': False, 'accounting_reference_date': {'day': '30', 'month': '03'}, 'next_made_up_to': '2023-03-30', 'next_due': '2023-12-30'}",PERCIVAL & CO. LIMITED,england-wales,08747949,False,2013-10-25,False,active,False,02f055fa7f96fdd4c2334823b8a76bd2c966fe7d,False,active,,"{'overdue': False, 'next_due': '2023-12-07', 'last_made_up_to': '2022-11-23', 'next_made_up_to': '2023-11-23'}","{'self': '/company/08747949', 'filing_history': '/company/08747949/filing-history', 'officers': '/company/08747949/officers', 'persons_with_significant_control': '/company/08747949/persons-with-significant-control', 'registers': '/company/08747949/registers'}",False,False,True,,,
['11040'],ltd,"{'address_line_1': 'Suite 312a Cotton Exchange', 'locality': 'Liverpool', 'postal_code': 'L3 9LQ', 'address_line_2': 'Bixteth Street'}",2015-11-28,"{'accounting_reference_date': {'day': '30', 'month': '11'}, 'last_accounts': {'type': 'null'}}",VERSUS DRINKS LIMITED,england-wales,09331930,,2014-11-28,False,,False,36e6912a20acf7ccee52ba6e4b844c59fb0580f4,False,dissolved,,,"{'self': '/company/09331930', 'filing_history': '/company/09331930/filing-history', 'officers': '/company/09331930/officers'}",False,,False,2017-01-24,,
['11040'],ltd,"{'region': 'Cheshire', 'address_line_2': 'Chestergate', 'address_line_1': 'Georges Court', 'locality': 'Macclesfield', 'postal_code': 'SK11 6DP'}",2016-04-03,"{'accounting_reference_date': {'day': '30', 'month': '04'}, 'last_accounts': {'period_end_on': '2019-04-30', 'type': 'dormant', 'made_up_to': '2019-04-30'}}",MY COCKTAIL LIMITED,england-wales,08977273,False,2014-04-03,False,active,False,b36ac4d80842f6275f9784c4f920be827ae1b4d5,False,dissolved,,,"{'self': '/company/08977273', 'filing_history': '/company/08977273/filing-history', 'officers': '/company/08977273/officers', 'persons_with_significant_control': '/company/08977273/persons-with-significant-control'}",False,False,False,2021-08-03,,
